repetition_bucket,variability,position_in_workload,source_path,measured_query_name,num_joins_in_user_query,num_joins_in_benchmark_query,redset_query_id
30%-40%,high_variability,11,imdb/benchmarks/job/17e.sql,rbk_0714_job_17e,1,6,1745357
30%-40%,high_variability,12,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,1862942
30%-40%,high_variability,13,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,1851431
30%-40%,high_variability,14,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1481714
30%-40%,high_variability,15,imdb/benchmarks/job/14c.sql,rbk_0701_job_14c,3,7,246814
30%-40%,high_variability,16,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,3,7,250287
30%-40%,high_variability,17,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,2,7,218319
30%-40%,high_variability,18,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,1506395
30%-40%,high_variability,19,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,1503393
30%-40%,high_variability,20,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,503222
30%-40%,high_variability,21,imdb/benchmarks/job/14a.sql,rbk_0699_job_14a,2,7,1188529
30%-40%,high_variability,22,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,959489
30%-40%,high_variability,23,imdb/benchmarks/job/9c.sql,rbk_0761_job_9c,3,7,1178797
30%-40%,high_variability,24,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,3,7,1178179
30%-40%,high_variability,25,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,3,7,855680
30%-40%,high_variability,26,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,3,7,922878
30%-40%,high_variability,27,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,3,7,1205746
30%-40%,high_variability,28,imdb/benchmarks/ceb/2a/2a99.sql,rbk_0290_ceb_2a_2a99,8,10,1203375
30%-40%,high_variability,29,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,3,7,415849
30%-40%,high_variability,30,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,3,7,990256
30%-40%,high_variability,31,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,228480
30%-40%,high_variability,32,imdb/benchmarks/ceb/9a/fff673d500e25c73a6e054e9a4e60a31e633ba47.sql,rbk_0640_ceb_9a_fff673d500e25c73a6e054e9a4e60a31e633ba47,5,8,1063654
30%-40%,high_variability,33,imdb/benchmarks/ceb/9b/feae2fd4e41ac4a2d94f9d77bf9d0106a7397871.sql,rbk_0684_ceb_9b_feae2fd4e41ac4a2d94f9d77bf9d0106a7397871,5,8,1319336
30%-40%,high_variability,34,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,3,7,1161536
30%-40%,high_variability,35,imdb/benchmarks/ceb/9a/ffe8b911dff2616a3cde71e8ed914e363da07b70.sql,rbk_0639_ceb_9a_ffe8b911dff2616a3cde71e8ed914e363da07b70,5,8,1295604
30%-40%,high_variability,36,imdb/benchmarks/ceb/2c/2c99.sql,rbk_0341_ceb_2c_2c99,4,8,1185975
30%-40%,high_variability,37,imdb/benchmarks/job/13d.sql,rbk_0698_job_13d,5,8,1215727
30%-40%,high_variability,38,imdb/benchmarks/ceb/9b/fe90798b764e94d76a80a8426b0621a9e29a418a.sql,rbk_0683_ceb_9b_fe90798b764e94d76a80a8426b0621a9e29a418a,5,8,1281915
30%-40%,high_variability,39,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,1236970
30%-40%,high_variability,40,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,946655
30%-40%,high_variability,41,imdb/benchmarks/job/16a.sql,rbk_0706_job_16a,2,7,1116975
30%-40%,high_variability,42,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,1096337
30%-40%,high_variability,43,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,3,7,1158004
30%-40%,high_variability,44,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,1002985
30%-40%,high_variability,45,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,1244575
30%-40%,high_variability,46,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,238143
30%-40%,high_variability,47,imdb/benchmarks/job/8d.sql,rbk_0758_job_8d,1,6,215217
30%-40%,high_variability,48,imdb/benchmarks/job/7a.sql,rbk_0752_job_7a,2,7,233567
30%-40%,high_variability,49,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,3,7,225816
30%-40%,high_variability,50,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,335393
30%-40%,high_variability,51,imdb/benchmarks/job/14c.sql,rbk_0701_job_14c,3,7,218619
30%-40%,high_variability,52,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,215460
30%-40%,high_variability,53,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,321181
30%-40%,high_variability,54,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,832485
30%-40%,high_variability,55,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,321206
30%-40%,high_variability,56,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,238187
30%-40%,high_variability,57,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,3,7,243830
30%-40%,high_variability,58,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,2,7,315227
30%-40%,high_variability,59,imdb/benchmarks/job/15d.sql,rbk_0705_job_15d,4,8,522825
30%-40%,high_variability,60,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,247284
30%-40%,high_variability,61,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,499440
30%-40%,high_variability,62,imdb/benchmarks/ceb/10a/fe908e2b6537a8d6acfd277573458dce0e168e28.sql,rbk_0190_ceb_10a_fe908e2b6537a8d6acfd277573458dce0e168e28,1,6,240241
30%-40%,high_variability,63,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,2,7,589400
30%-40%,high_variability,64,imdb/benchmarks/job/9d.sql,rbk_0762_job_9d,2,7,225877
30%-40%,high_variability,65,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,1110427
30%-40%,high_variability,66,imdb/benchmarks/job/12c.sql,rbk_0694_job_12c,2,7,219035
30%-40%,high_variability,67,imdb/benchmarks/ceb/10a/fe2eb3a8d76a12f5a5487e0a328bd294353322ca.sql,rbk_0188_ceb_10a_fe2eb3a8d76a12f5a5487e0a328bd294353322ca,1,6,1202353
30%-40%,high_variability,68,imdb/benchmarks/ceb/10a/fde055219af175b5eb19a7dc52449920e4abac50.sql,rbk_0187_ceb_10a_fde055219af175b5eb19a7dc52449920e4abac50,1,6,1075048
30%-40%,high_variability,69,imdb/benchmarks/ceb/10a/fd4b8a0b054d271c165b33f400cbe960df4eaeaf.sql,rbk_0186_ceb_10a_fd4b8a0b054d271c165b33f400cbe960df4eaeaf,1,6,1020131
30%-40%,high_variability,70,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,1324522
30%-40%,high_variability,71,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,3,7,1031669
30%-40%,high_variability,72,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,303162
30%-40%,high_variability,73,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,3,7,591443
30%-40%,high_variability,74,imdb/benchmarks/ceb/10a/fd4595b17e8893f1919f57c23633b6707a56ee56.sql,rbk_0185_ceb_10a_fd4595b17e8893f1919f57c23633b6707a56ee56,1,6,218618
30%-40%,high_variability,75,imdb/benchmarks/job/12c.sql,rbk_0694_job_12c,2,7,225962
30%-40%,high_variability,76,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,1178927
30%-40%,high_variability,77,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,249787
30%-40%,high_variability,78,imdb/benchmarks/job/17c.sql,rbk_0712_job_17c,1,6,1152787
30%-40%,high_variability,79,imdb/benchmarks/job/12c.sql,rbk_0694_job_12c,2,7,249843
30%-40%,high_variability,80,imdb/benchmarks/job/21c.sql,rbk_0728_job_21c,5,8,1039932
30%-40%,high_variability,81,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,1034213
30%-40%,high_variability,82,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,2,7,1315304
30%-40%,high_variability,83,imdb/benchmarks/ceb/10a/fd26fe6762a3823baca81ef3c51ead7cf3c5e955.sql,rbk_0184_ceb_10a_fd26fe6762a3823baca81ef3c51ead7cf3c5e955,1,6,1102156
30%-40%,high_variability,84,imdb/benchmarks/job/14a.sql,rbk_0699_job_14a,2,7,1222192
30%-40%,high_variability,85,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,2,7,1160139
30%-40%,high_variability,86,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,2,7,1331797
30%-40%,high_variability,87,imdb/benchmarks/ceb/10a/fd0058725babf4fba5445b0226a9030da31f9aa8.sql,rbk_0183_ceb_10a_fd0058725babf4fba5445b0226a9030da31f9aa8,1,6,1006408
30%-40%,high_variability,88,imdb/benchmarks/ceb/10a/fce1432c9028f8e313a579905fb3eba9b785179d.sql,rbk_0182_ceb_10a_fce1432c9028f8e313a579905fb3eba9b785179d,1,6,1229918
30%-40%,high_variability,89,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,993294
30%-40%,high_variability,90,imdb/benchmarks/job/9c.sql,rbk_0761_job_9c,2,7,945889
30%-40%,high_variability,91,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,3,7,1110961
30%-40%,high_variability,92,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,3,7,1138823
30%-40%,high_variability,93,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,3,7,1229210
30%-40%,high_variability,94,imdb/benchmarks/job/17d.sql,rbk_0713_job_17d,1,6,1047431
30%-40%,high_variability,95,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,1311889
30%-40%,high_variability,96,imdb/benchmarks/ceb/1a/1a998.sql,rbk_0249_ceb_1a_1a998,4,8,217549
30%-40%,high_variability,97,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,221477
30%-40%,high_variability,98,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,3,7,237355
30%-40%,high_variability,99,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,801883
30%-40%,high_variability,100,imdb/benchmarks/job/7a.sql,rbk_0752_job_7a,2,7,223605
30%-40%,high_variability,101,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,3,7,421332
30%-40%,high_variability,102,imdb/benchmarks/ceb/10a/fcc58742b98426ab3b0c39979914c615637a2207.sql,rbk_0181_ceb_10a_fcc58742b98426ab3b0c39979914c615637a2207,1,6,995884
30%-40%,high_variability,103,imdb/benchmarks/ceb/10a/fcc1ca542628add1264f6a1afcfbe6f7d6bc5b5f.sql,rbk_0180_ceb_10a_fcc1ca542628add1264f6a1afcfbe6f7d6bc5b5f,1,6,1171609
30%-40%,high_variability,104,imdb/benchmarks/job/12c.sql,rbk_0694_job_12c,2,7,217456
30%-40%,high_variability,105,imdb/benchmarks/ceb/10a/fd4595b17e8893f1919f57c23633b6707a56ee56.sql,rbk_0185_ceb_10a_fd4595b17e8893f1919f57c23633b6707a56ee56,1,6,1323839
30%-40%,high_variability,106,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,586780
30%-40%,high_variability,107,imdb/benchmarks/job/9d.sql,rbk_0762_job_9d,3,7,516087
30%-40%,high_variability,108,imdb/benchmarks/job/25c.sql,rbk_0740_job_25c,5,8,492773
30%-40%,high_variability,109,imdb/benchmarks/ceb/10a/fcb7816e4d5887e8a5fd27142974c02491c09833.sql,rbk_0179_ceb_10a_fcb7816e4d5887e8a5fd27142974c02491c09833,1,6,1051879
30%-40%,high_variability,110,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,3,7,308437
30%-40%,high_variability,111,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,3,7,1303777
30%-40%,high_variability,112,imdb/benchmarks/ceb/10a/fc64416adca80a8f03d6e1e19d8088d3d27373c8.sql,rbk_0178_ceb_10a_fc64416adca80a8f03d6e1e19d8088d3d27373c8,1,6,321863
30%-40%,high_variability,113,imdb/benchmarks/ceb/10a/fbe7221b2bc751d53062208b3ae25604d04fbdb9.sql,rbk_0177_ceb_10a_fbe7221b2bc751d53062208b3ae25604d04fbdb9,1,6,1131135
30%-40%,high_variability,114,imdb/benchmarks/ceb/10a/fbe7221b2bc751d53062208b3ae25604d04fbdb9.sql,rbk_0177_ceb_10a_fbe7221b2bc751d53062208b3ae25604d04fbdb9,1,6,332331
30%-40%,high_variability,115,imdb/benchmarks/job/13c.sql,rbk_0697_job_13c,4,8,1324816
30%-40%,high_variability,116,imdb/benchmarks/ceb/10a/fd26fe6762a3823baca81ef3c51ead7cf3c5e955.sql,rbk_0184_ceb_10a_fd26fe6762a3823baca81ef3c51ead7cf3c5e955,1,6,414949
30%-40%,high_variability,117,imdb/benchmarks/ceb/10a/fd0058725babf4fba5445b0226a9030da31f9aa8.sql,rbk_0183_ceb_10a_fd0058725babf4fba5445b0226a9030da31f9aa8,1,6,328089
30%-40%,high_variability,118,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,512346
30%-40%,high_variability,119,imdb/benchmarks/ceb/10a/fb0913174b4e0f6b782a510736a2c65a9636ed12.sql,rbk_0176_ceb_10a_fb0913174b4e0f6b782a510736a2c65a9636ed12,1,6,593829
30%-40%,high_variability,120,imdb/benchmarks/job/14b.sql,rbk_0700_job_14b,2,7,223285
30%-40%,high_variability,121,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,2,7,909413
30%-40%,high_variability,122,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,3,7,1140702
30%-40%,high_variability,123,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,3,7,431371
30%-40%,high_variability,124,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,1039072
30%-40%,high_variability,125,imdb/benchmarks/job/14a.sql,rbk_0699_job_14a,3,7,808810
30%-40%,high_variability,126,imdb/benchmarks/ceb/3a/3a999.sql,rbk_0375_ceb_3a_3a999,7,9,336503
30%-40%,high_variability,127,imdb/benchmarks/ceb/3a/3a998.sql,rbk_0374_ceb_3a_3a998,7,9,853329
30%-40%,high_variability,128,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,164961
30%-40%,high_variability,129,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,2,7,321664
30%-40%,high_variability,130,imdb/benchmarks/job/25b.sql,rbk_0739_job_25b,5,8,709536
30%-40%,high_variability,131,imdb/benchmarks/ceb/3a/3a997.sql,rbk_0373_ceb_3a_3a997,7,9,1107914
30%-40%,high_variability,132,imdb/benchmarks/job/10c.sql,rbk_0687_job_10c,1,6,973567
30%-40%,high_variability,133,imdb/benchmarks/ceb/3a/3a998.sql,rbk_0374_ceb_3a_3a998,7,9,399933
30%-40%,high_variability,134,imdb/benchmarks/job/10b.sql,rbk_0686_job_10b,1,6,1301575
30%-40%,high_variability,135,imdb/benchmarks/job/14c.sql,rbk_0701_job_14c,2,7,1093596
30%-40%,high_variability,136,imdb/benchmarks/ceb/3a/3a996.sql,rbk_0372_ceb_3a_3a996,7,9,1121662
30%-40%,high_variability,137,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,3,7,801884
30%-40%,high_variability,138,imdb/benchmarks/job/10c.sql,rbk_0687_job_10c,1,6,1063316
30%-40%,high_variability,139,imdb/benchmarks/job/18c.sql,rbk_0718_job_18c,1,6,85846
30%-40%,high_variability,140,imdb/benchmarks/job/25a.sql,rbk_0738_job_25a,5,8,434733
30%-40%,high_variability,141,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,586803
30%-40%,high_variability,142,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,2,7,1229362
30%-40%,high_variability,143,imdb/benchmarks/job/17a.sql,rbk_0710_job_17a,1,6,413612
30%-40%,high_variability,144,imdb/benchmarks/ceb/10a/fe466f77ec0cd3dca2c428d45227925db297555a.sql,rbk_0189_ceb_10a_fe466f77ec0cd3dca2c428d45227925db297555a,1,6,995885
30%-40%,high_variability,145,imdb/benchmarks/ceb/10a/fd4b8a0b054d271c165b33f400cbe960df4eaeaf.sql,rbk_0186_ceb_10a_fd4b8a0b054d271c165b33f400cbe960df4eaeaf,1,6,1296392
30%-40%,high_variability,146,imdb/benchmarks/ceb/10a/fde055219af175b5eb19a7dc52449920e4abac50.sql,rbk_0187_ceb_10a_fde055219af175b5eb19a7dc52449920e4abac50,1,6,1096549
30%-40%,high_variability,147,imdb/benchmarks/ceb/10a/fe2eb3a8d76a12f5a5487e0a328bd294353322ca.sql,rbk_0188_ceb_10a_fe2eb3a8d76a12f5a5487e0a328bd294353322ca,1,6,989474
30%-40%,high_variability,148,imdb/benchmarks/ceb/5a/5a999.sql,rbk_0442_ceb_5a_5a999,6,9,331122
30%-40%,high_variability,149,imdb/benchmarks/ceb/11a/fe9f99ecc087c8840691c9b100708bfa43569855.sql,rbk_0217_ceb_11a_fe9f99ecc087c8840691c9b100708bfa43569855,7,9,1327426
30%-40%,high_variability,150,imdb/benchmarks/job/9d.sql,rbk_0762_job_9d,3,7,430544
30%-40%,high_variability,151,imdb/benchmarks/job/14c.sql,rbk_0701_job_14c,2,7,1297085
30%-40%,high_variability,152,imdb/benchmarks/ceb/3b/ff942a1052c1a10be7e152823a06322c07a314a3.sql,rbk_0397_ceb_3b_ff942a1052c1a10be7e152823a06322c07a314a3,7,9,1174378
30%-40%,high_variability,153,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,3,7,1190667
30%-40%,high_variability,154,imdb/benchmarks/ceb/10a/feab1842e30c452abd391c3326d9e4ff34c6dc11.sql,rbk_0191_ceb_10a_feab1842e30c452abd391c3326d9e4ff34c6dc11,1,6,530094
30%-40%,high_variability,155,imdb/benchmarks/job/14a.sql,rbk_0699_job_14a,2,7,1273159
30%-40%,high_variability,156,imdb/benchmarks/job/9b.sql,rbk_0760_job_9b,2,7,833874
30%-40%,high_variability,157,imdb/benchmarks/job/19d.sql,rbk_0722_job_19d,7,9,995622
30%-40%,high_variability,158,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,2,7,244491
30%-40%,high_variability,159,imdb/benchmarks/job/8c.sql,rbk_0757_job_8c,1,6,1083955
30%-40%,high_variability,160,imdb/benchmarks/job/8b.sql,rbk_0756_job_8b,1,6,927074
30%-40%,high_variability,161,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,3,7,614044
30%-40%,high_variability,162,imdb/benchmarks/job/18b.sql,rbk_0717_job_18b,1,6,887461
30%-40%,high_variability,163,imdb/benchmarks/job/8a.sql,rbk_0755_job_8a,1,6,1280154
30%-40%,high_variability,164,imdb/benchmarks/job/18b.sql,rbk_0717_job_18b,1,6,1155221
30%-40%,high_variability,165,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,518916
30%-40%,high_variability,166,imdb/benchmarks/ceb/9b/fe51bda37a07adb595a641b9ab822be9fa24a07e.sql,rbk_0682_ceb_9b_fe51bda37a07adb595a641b9ab822be9fa24a07e,5,8,1265327
30%-40%,high_variability,167,imdb/benchmarks/ceb/10a/f957488dffe52b327c1beabc8cfff94d0243ce47.sql,rbk_0175_ceb_10a_f957488dffe52b327c1beabc8cfff94d0243ce47,1,6,1303778
30%-40%,high_variability,168,imdb/benchmarks/job/14a.sql,rbk_0699_job_14a,2,7,707070
30%-40%,high_variability,169,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,3,7,795609
30%-40%,high_variability,170,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,3,7,705261
30%-40%,high_variability,171,imdb/benchmarks/job/9d.sql,rbk_0762_job_9d,2,7,626671
30%-40%,high_variability,172,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,627405
30%-40%,high_variability,173,imdb/benchmarks/ceb/10a/f940aa79e650ae4167d9194891d16ff0a53bdcd9.sql,rbk_0174_ceb_10a_f940aa79e650ae4167d9194891d16ff0a53bdcd9,1,6,681877
30%-40%,high_variability,174,imdb/benchmarks/job/20c.sql,rbk_0725_job_20c,7,9,1090172
30%-40%,high_variability,175,imdb/benchmarks/ceb/3a/3a995.sql,rbk_0371_ceb_3a_3a995,7,9,1061811
30%-40%,high_variability,176,imdb/benchmarks/job/18a.sql,rbk_0716_job_18a,1,6,1277662
30%-40%,high_variability,177,imdb/benchmarks/job/7c.sql,rbk_0754_job_7c,3,7,304062
30%-40%,high_variability,178,imdb/benchmarks/ceb/10a/f957488dffe52b327c1beabc8cfff94d0243ce47.sql,rbk_0175_ceb_10a_f957488dffe52b327c1beabc8cfff94d0243ce47,1,6,1218596
30%-40%,high_variability,179,imdb/benchmarks/ceb/3a/3a994.sql,rbk_0370_ceb_3a_3a994,7,9,1329043
30%-40%,high_variability,180,imdb/benchmarks/job/7a.sql,rbk_0752_job_7a,3,7,1080560
30%-40%,high_variability,181,imdb/benchmarks/ceb/9a/ffad0e794ec5512eba615344b2a1e40529bb66bf.sql,rbk_0638_ceb_9a_ffad0e794ec5512eba615344b2a1e40529bb66bf,5,8,1204457
30%-40%,high_variability,182,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,3,7,1217689
30%-40%,high_variability,183,imdb/benchmarks/job/7a.sql,rbk_0752_job_7a,2,7,716559
30%-40%,high_variability,184,imdb/benchmarks/ceb/9a/ffad0e794ec5512eba615344b2a1e40529bb66bf.sql,rbk_0638_ceb_9a_ffad0e794ec5512eba615344b2a1e40529bb66bf,5,8,1046266
30%-40%,high_variability,185,imdb/benchmarks/job/7b.sql,rbk_0753_job_7b,3,7,958488
30%-40%,high_variability,186,imdb/benchmarks/job/9d.sql,rbk_0762_job_9d,3,7,716606
30%-40%,high_variability,187,imdb/benchmarks/job/12c.sql,rbk_0694_job_12c,3,7,317213
30%-40%,high_variability,188,imdb/benchmarks/job/16a.sql,rbk_0706_job_16a,3,7,1120193
30%-40%,high_variability,189,imdb/benchmarks/ceb/9a/ff823a84e1f223a23c4c2a0ef194c7058254a6ba.sql,rbk_0637_ceb_9a_ff823a84e1f223a23c4c2a0ef194c7058254a6ba,5,8,1189128
30%-40%,high_variability,190,imdb/benchmarks/ceb/9a/ff823a84e1f223a23c4c2a0ef194c7058254a6ba.sql,rbk_0637_ceb_9a_ff823a84e1f223a23c4c2a0ef194c7058254a6ba,5,8,942226
30%-40%,high_variability,191,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,1149488
30%-40%,high_variability,192,imdb/benchmarks/ceb/1a/1a997.sql,rbk_0248_ceb_1a_1a997,5,8,1185688
30%-40%,high_variability,193,imdb/benchmarks/job/12b.sql,rbk_0693_job_12b,3,7,1058843
30%-40%,high_variability,194,imdb/benchmarks/ceb/9b/fdb0c1a2ed84e17d7ad62335b50e8bffa7355beb.sql,rbk_0681_ceb_9b_fdb0c1a2ed84e17d7ad62335b50e8bffa7355beb,5,8,858350
30%-40%,high_variability,195,imdb/benchmarks/ceb/10a/f8bc3ee18b967d17a31f74e33b0a6e4942f90250.sql,rbk_0173_ceb_10a_f8bc3ee18b967d17a31f74e33b0a6e4942f90250,1,6,1032501
30%-40%,high_variability,196,imdb/benchmarks/ceb/10a/f84bcebe7bcddb94129666031473a9d3d30014e0.sql,rbk_0172_ceb_10a_f84bcebe7bcddb94129666031473a9d3d30014e0,1,6,1292821
30%-40%,high_variability,197,imdb/benchmarks/ceb/10a/f7fec7e3a6fc8e92b29c7222dcd1919ef3a348af.sql,rbk_0171_ceb_10a_f7fec7e3a6fc8e92b29c7222dcd1919ef3a348af,1,6,1036523
30%-40%,high_variability,198,imdb/benchmarks/ceb/10a/f7fb7e491d3aa362194045f0a8dd6408ad98ade0.sql,rbk_0170_ceb_10a_f7fb7e491d3aa362194045f0a8dd6408ad98ade0,1,6,1004942
30%-40%,high_variability,199,imdb/benchmarks/ceb/2c/2c98.sql,rbk_0340_ceb_2c_2c98,4,8,1061812
30%-40%,high_variability,200,imdb/benchmarks/ceb/10a/f72a93edb877626a029820332a1864e88f3fa014.sql,rbk_0169_ceb_10a_f72a93edb877626a029820332a1864e88f3fa014,1,6,1174033
30%-40%,high_variability,201,imdb/benchmarks/ceb/1a/1a996.sql,rbk_0247_ceb_1a_1a996,4,8,1265666
30%-40%,high_variability,202,imdb/benchmarks/job/16a.sql,rbk_0706_job_16a,3,7,1154612
30%-40%,high_variability,203,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,1150026
30%-40%,high_variability,204,imdb/benchmarks/job/7a.sql,rbk_0752_job_7a,2,7,629866
30%-40%,high_variability,205,imdb/benchmarks/job/12a.sql,rbk_0692_job_12a,3,7,1021818
30%-40%,high_variability,206,imdb/benchmarks/ceb/1a/1a998.sql,rbk_0249_ceb_1a_1a998,4,8,627027
30%-40%,high_variability,207,imdb/benchmarks/job/11a.sql,rbk_0688_job_11a,3,7,623563
30%-40%,high_variability,208,imdb/benchmarks/job/9a.sql,rbk_0759_job_9a,3,7,817272
30%-40%,high_variability,209,imdb/benchmarks/job/17b.sql,rbk_0711_job_17b,1,6,619129
30%-40%,high_variability,210,imdb/benchmarks/ceb/9a/ff7634f4c6ce256e1c40f35467cba9b349bd0c59.sql,rbk_0636_ceb_9a_ff7634f4c6ce256e1c40f35467cba9b349bd0c59,4,8,631333
30%-40%,high_variability,211,imdb/benchmarks/ceb/2b/2b99.sql,rbk_0309_ceb_2b_2b99,9,10,709967
30%-40%,high_variability,212,imdb/benchmarks/ceb/9b/fc90b95f2947d0cc5ea5d1d90d4d714756e643e8.sql,rbk_0680_ceb_9b_fc90b95f2947d0cc5ea5d1d90d4d714756e643e8,5,8,625827
30%-40%,high_variability,213,imdb/benchmarks/job/22d.sql,rbk_0732_job_22d,9,10,860648
30%-40%,high_variability,214,imdb/benchmarks/ceb/9a/ff60ca3ef858b9c9ea8c3301ff7f2a76a8870acc.sql,rbk_0635_ceb_9a_ff60ca3ef858b9c9ea8c3301ff7f2a76a8870acc,5,8,815622
30%-40%,high_variability,215,imdb/benchmarks/job/14c.sql,rbk_0701_job_14c,3,7,863670
30%-40%,high_variability,216,imdb/benchmarks/ceb/2a/2a98.sql,rbk_0289_ceb_2a_2a98,8,10,629428
