suite,pass_id,seq_in_pass,query_name,sql_sha256_16,latency_ms,status,n_rows,is_timed,error
redbench_krid,0,368,rbk_0367_ceb_3a_3a991,6d5da16b5e1a0c70,49.556,ok,1,0,
redbench_krid,0,369,rbk_0368_ceb_3a_3a992,ac725e2c01df5ec0,91.483,ok,1,0,
redbench_krid,0,370,rbk_0369_ceb_3a_3a993,89da382131485b5a,64.907,ok,1,0,
redbench_krid,0,371,rbk_0370_ceb_3a_3a994,76f250ace4b6c704,55.124,ok,1,0,
redbench_krid,0,372,rbk_0371_ceb_3a_3a995,25fd3d59dc9be801,71.151,ok,1,0,
redbench_krid,0,373,rbk_0372_ceb_3a_3a996,bac13900a672cee8,37.639,ok,1,0,
redbench_krid,0,374,rbk_0373_ceb_3a_3a997,058590ded41a0c0f,44.864,ok,1,0,
redbench_krid,0,375,rbk_0374_ceb_3a_3a998,47e57d29cb4d421f,49.308,ok,1,0,
redbench_krid,0,376,rbk_0375_ceb_3a_3a999,25fdf4b5767b0119,63.881,ok,1,0,
redbench_krid,0,377,rbk_0376_ceb_3b_e59adca312bd6d35e2e139ec1ce22ced26a5dbdc,e2c7f3b09f001ea7,69.979,ok,0,0,
redbench_krid,0,378,rbk_0377_ceb_3b_e6b9fdcfc3f87025a316ff7ed981878b9dd458e4,b53740d74c551fe7,80.664,ok,4,0,
redbench_krid,0,379,rbk_0378_ceb_3b_e7df59717446feb4b552dafd46eb677464a2be03,2270c6dae8d7b6db,64.767,ok,0,0,
redbench_krid,0,380,rbk_0379_ceb_3b_e8cfae962037af8db58adbfabfe5991f6182672b,173180508f1d42b1,108.532,ok,0,0,
redbench_krid,0,381,rbk_0380_ceb_3b_ead3ecaa953bc3b749c551fd7281ab14bc790f2e,57bd099681c358a6,105.038,ok,0,0,
redbench_krid,0,382,rbk_0381_ceb_3b_eb08f12ab91c3393853ad0759149296ed031caa4,a5b67c005bab2568,105.354,ok,0,0,
redbench_krid,0,383,rbk_0382_ceb_3b_ebbea92fdee71475d0a8fbad30943a58addb7a06,4b1b7db50724ef73,85.103,ok,0,0,
redbench_krid,0,384,rbk_0383_ceb_3b_ec2b4cc710cf44fc3fde234849e15a1ed7acaba3,121267e37f6c0cfc,114.512,ok,0,0,
redbench_krid,0,385,rbk_0384_ceb_3b_efb0d163b7120b2071034bdfb643141b6881021a,4eafb2aec60845e6,105.223,ok,2,0,
redbench_krid,0,386,rbk_0385_ceb_3b_f0ab88ea73f80c504d9c1f7b589e23f31afa1711,09f34fe61b4f9e07,99.707,ok,0,0,
redbench_krid,0,387,rbk_0386_ceb_3b_f161cc61f4db0dabb4c83e8326076e65f06ae0b2,1bdba06657f2f2b9,115.473,ok,2,0,
redbench_krid,0,388,rbk_0387_ceb_3b_f22f79bc744b76708a4df0b54667d603e0b3d9ce,7d952f100013a15e,110.000,ok,0,0,
redbench_krid,0,389,rbk_0388_ceb_3b_f3f84c3944f4fb5d1233e5289d7d51cbc9340189,5413a5d65aa45108,102.965,ok,0,0,
redbench_krid,0,390,rbk_0389_ceb_3b_f6c6843d0c764b97b771f567c9c583c77643a297,46f79cf80a8f28d0,88.997,ok,10,0,
redbench_krid,0,391,rbk_0390_ceb_3b_f72ae1e9e69a0ac1ec1151bbe0eafd97812bd617,e7c74f3087f10883,113.659,ok,0,0,
redbench_krid,0,392,rbk_0391_ceb_3b_f7513857db703140b1d5efcead290c35052d39bc,ba8174f8f193d20f,91.993,ok,0,0,
redbench_krid,0,393,rbk_0392_ceb_3b_f99e0814bf150936022d6c4ffdea46e5b8954c35,a64931c7db302b6e,97.975,ok,0,0,
redbench_krid,0,394,rbk_0393_ceb_3b_faa74ba0386680d13e4895a49ee5f8ccdbb5c2f9,32e55a16e5589f78,90.725,ok,0,0,
redbench_krid,0,395,rbk_0394_ceb_3b_fc6056da9af2dfcc071373f82d93dad97111ca5d,14caf5d0f843f9a4,107.721,ok,0,0,
redbench_krid,0,396,rbk_0395_ceb_3b_feeb0bec5b80d5409d1c420e000ea0e8c6cec6ba,0dd5eefc48fff517,97.047,ok,0,0,
redbench_krid,0,397,rbk_0396_ceb_3b_ff7b376cf38c8e80ec4ed702f956a20b23144109,b8103c51f67eec11,119.863,ok,46,0,
redbench_krid,0,398,rbk_0397_ceb_3b_ff942a1052c1a10be7e152823a06322c07a314a3,c7f1c524929d9df5,102.684,ok,0,0,
redbench_krid,0,399,rbk_0398_ceb_5a_5a959,d2db4eaa2a4b023a,90.840,ok,1,0,
redbench_krid,0,400,rbk_0399_ceb_5a_5a96,53ab4fdbd2023966,59.112,ok,1,0,
redbench_krid,0,401,rbk_0400_ceb_5a_5a960,7a72016d0eb168a8,99.600,ok,1,0,
redbench_krid,0,402,rbk_0401_ceb_5a_5a961,09ce2cb7eaa46a57,100.826,ok,1,0,
redbench_krid,0,403,rbk_0402_ceb_5a_5a962,0115a165ef69bc30,97.549,ok,1,0,
redbench_krid,0,404,rbk_0403_ceb_5a_5a963,3aca53a36bfc20ce,92.768,ok,1,0,
redbench_krid,0,405,rbk_0404_ceb_5a_5a964,c1736c76880b7d2d,64.958,ok,1,0,
redbench_krid,0,406,rbk_0405_ceb_5a_5a965,d88a0d87f2a6f962,104.182,ok,1,0,
redbench_krid,0,407,rbk_0406_ceb_5a_5a966,fd36d1f625f6bb25,107.165,ok,1,0,
redbench_krid,0,408,rbk_0407_ceb_5a_5a967,5600d057d07c0f41,81.311,ok,1,0,
redbench_krid,0,409,rbk_0408_ceb_5a_5a968,5b298579e3d060db,99.750,ok,1,0,
redbench_krid,0,410,rbk_0409_ceb_5a_5a969,c498d9890cf75b98,82.264,ok,1,0,
redbench_krid,0,411,rbk_0410_ceb_5a_5a97,49fe05a1efcf6a81,136.380,ok,1,0,
redbench_krid,0,412,rbk_0411_ceb_5a_5a970,51acc746d622274e,121.186,ok,1,0,
redbench_krid,0,413,rbk_0412_ceb_5a_5a971,c84767db99ddcb82,109.882,ok,1,0,
redbench_krid,0,414,rbk_0413_ceb_5a_5a972,6a323a4e52ef41f2,71.584,ok,1,0,
redbench_krid,0,415,rbk_0414_ceb_5a_5a973,f3a401099e81f940,80.324,ok,1,0,
redbench_krid,0,416,rbk_0415_ceb_5a_5a974,eff28799c80d0344,72.396,ok,1,0,
redbench_krid,0,417,rbk_0416_ceb_5a_5a975,cd55372ab572b89e,87.437,ok,1,0,
redbench_krid,0,418,rbk_0417_ceb_5a_5a976,416c78de5b255bcd,112.838,ok,1,0,
redbench_krid,0,419,rbk_0418_ceb_5a_5a977,3a9a3b619d8a3516,75.559,ok,1,0,
redbench_krid,0,420,rbk_0419_ceb_5a_5a978,8102ce5204f7e30a,67.199,ok,1,0,
redbench_krid,0,421,rbk_0420_ceb_5a_5a979,f058bc024e222861,75.709,ok,1,0,
redbench_krid,0,422,rbk_0421_ceb_5a_5a98,fd07c6267331c559,92.525,ok,1,0,
redbench_krid,0,423,rbk_0422_ceb_5a_5a980,19ab9ac0aef6b48b,102.280,ok,1,0,
redbench_krid,0,424,rbk_0423_ceb_5a_5a981,cea0a64a2a638870,82.040,ok,1,0,
redbench_krid,0,425,rbk_0424_ceb_5a_5a982,f2370356c12a2e65,99.700,ok,1,0,
redbench_krid,0,426,rbk_0425_ceb_5a_5a983,5c2132aefedea294,87.538,ok,1,0,
redbench_krid,0,427,rbk_0426_ceb_5a_5a984,5b9149d82605e842,99.839,ok,1,0,
redbench_krid,0,428,rbk_0427_ceb_5a_5a985,ac05bd09c161a220,82.495,ok,1,0,
redbench_krid,0,429,rbk_0428_ceb_5a_5a986,d095e50fd1895030,40.148,ok,1,0,
redbench_krid,0,430,rbk_0429_ceb_5a_5a987,61693719041a4e3d,86.677,ok,1,0,
redbench_krid,0,431,rbk_0430_ceb_5a_5a988,d3c9e79cbff62931,96.906,ok,1,0,
redbench_krid,0,432,rbk_0431_ceb_5a_5a989,29ab095ab8841778,84.136,ok,1,0,
redbench_krid,0,433,rbk_0432_ceb_5a_5a99,b49f6f897ebcf3ed,87.541,ok,1,0,
redbench_krid,0,434,rbk_0433_ceb_5a_5a990,abfd5f5d403c2117,107.089,ok,1,0,
redbench_krid,0,435,rbk_0434_ceb_5a_5a991,c778a6eb2ab17f76,72.811,ok,1,0,
redbench_krid,0,436,rbk_0435_ceb_5a_5a992,924be82e4765c39b,101.743,ok,1,0,
redbench_krid,0,437,rbk_0436_ceb_5a_5a993,a0bb6a2ae154a4b2,100.984,ok,1,0,
redbench_krid,0,438,rbk_0437_ceb_5a_5a994,23831f8c085bc2af,122.898,ok,1,0,
redbench_krid,0,439,rbk_0438_ceb_5a_5a995,222b38dcec81abde,122.234,ok,1,0,
redbench_krid,0,440,rbk_0439_ceb_5a_5a996,0a829652d54102d6,87.536,ok,1,0,
redbench_krid,0,441,rbk_0440_ceb_5a_5a997,a514a385bdd7753c,101.930,ok,1,0,
redbench_krid,0,442,rbk_0441_ceb_5a_5a998,c24692e5151c70e0,82.341,ok,1,0,
redbench_krid,0,443,rbk_0442_ceb_5a_5a999,638bffe4a0347049,68.742,ok,1,0,
redbench_krid,0,444,rbk_0443_ceb_8a_8a441,5107abaec27cf297,39.139,ok,1,0,
redbench_krid,0,445,rbk_0444_ceb_8a_8a442,00dcc94090b3f10a,82.538,ok,1,0,
redbench_krid,0,446,rbk_0445_ceb_8a_8a443,e41d0e9eeac724f8,64.609,ok,1,0,
redbench_krid,0,447,rbk_0446_ceb_8a_8a444,75281ffee38b72cc,160.740,ok,1,0,
redbench_krid,0,448,rbk_0447_ceb_8a_8a445,552398cf0c837ee1,169.174,ok,1,0,
redbench_krid,0,449,rbk_0448_ceb_8a_8a446,4428790bd91cd6c4,74.457,ok,1,0,
redbench_krid,0,450,rbk_0449_ceb_8a_8a447,4d18ae2b2fee29c1,25.554,ok,1,0,
redbench_krid,0,451,rbk_0450_ceb_8a_8a448,7b5304ffe6fe437c,94.566,ok,1,0,
redbench_krid,0,452,rbk_0451_ceb_8a_8a449,fcc8f1680c13dfb1,28.355,ok,1,0,
redbench_krid,0,453,rbk_0452_ceb_8a_8a45,fa648d279ae6674b,29.839,ok,1,0,
redbench_krid,0,454,rbk_0453_ceb_8a_8a450,b22ea49859aab622,54.621,ok,1,0,
redbench_krid,0,455,rbk_0454_ceb_8a_8a451,dec6a67659c213d3,50.999,ok,1,0,
redbench_krid,0,456,rbk_0455_ceb_8a_8a452,c976bf877124aea6,130.807,ok,1,0,
redbench_krid,0,457,rbk_0456_ceb_8a_8a453,17d10819c3442cc3,46.236,ok,1,0,
redbench_krid,0,458,rbk_0457_ceb_8a_8a454,996271a8f50fbbce,91.220,ok,1,0,
redbench_krid,0,459,rbk_0458_ceb_8a_8a455,7e67aaf4c0af1144,187.642,ok,1,0,
redbench_krid,0,460,rbk_0459_ceb_8a_8a456,2704e9a921adf905,33.714,ok,1,0,
redbench_krid,0,461,rbk_0460_ceb_8a_8a457,a1e86bc038a2886e,20.415,ok,1,0,
redbench_krid,0,462,rbk_0461_ceb_8a_8a458,d933381630a37c50,122.681,ok,1,0,
redbench_krid,0,463,rbk_0462_ceb_8a_8a459,5d53bbf20d563943,69.714,ok,1,0,
redbench_krid,0,464,rbk_0463_ceb_8a_8a46,db7099f84b8549b8,149.855,ok,1,0,
redbench_krid,0,465,rbk_0464_ceb_8a_8a460,1e1bb8727d3a4ecc,158.141,ok,1,0,
redbench_krid,0,466,rbk_0465_ceb_8a_8a461,8e06edfc7ab84422,56.795,ok,1,0,
redbench_krid,0,467,rbk_0466_ceb_8a_8a462,c0054b63ed648cf8,18.126,ok,1,0,
redbench_krid,0,468,rbk_0467_ceb_8a_8a463,f5a8ce1714a9d26e,85.451,ok,1,0,
redbench_krid,0,469,rbk_0468_ceb_8a_8a464,a132b45789bf727a,40.747,ok,1,0,
redbench_krid,0,470,rbk_0469_ceb_8a_8a465,08a54f74b40bfedd,93.662,ok,1,0,
redbench_krid,0,471,rbk_0470_ceb_8a_8a466,176065483c8078b7,22.731,ok,1,0,
redbench_krid,0,472,rbk_0471_ceb_8a_8a467,cde6e13bfb2c9704,47.114,ok,1,0,
redbench_krid,0,473,rbk_0472_ceb_8a_8a468,20d7b7fba149fb5c,35.135,ok,1,0,
redbench_krid,0,474,rbk_0473_ceb_8a_8a469,01072bcb32e0a363,81.910,ok,1,0,
redbench_krid,0,475,rbk_0474_ceb_8a_8a47,f8e405d536dcf7da,206.360,ok,1,0,
redbench_krid,0,476,rbk_0475_ceb_8a_8a470,7e1071e8bf670e89,190.266,ok,1,0,
redbench_krid,0,477,rbk_0476_ceb_8a_8a471,8555ccc6f57492da,30.721,ok,1,0,
redbench_krid,0,478,rbk_0477_ceb_8a_8a472,46aa80c68b68dbf1,88.623,ok,1,0,
redbench_krid,0,479,rbk_0478_ceb_8a_8a473,b50d8bfde0e2a46e,89.426,ok,1,0,
redbench_krid,0,480,rbk_0479_ceb_8a_8a474,a91ca51b8003349f,23.030,ok,1,0,
redbench_krid,0,481,rbk_0480_ceb_8a_8a475,08b0658cedaaad88,35.995,ok,1,0,
redbench_krid,0,482,rbk_0481_ceb_8a_8a476,f6a123cd8755962b,151.038,ok,1,0,
redbench_krid,0,483,rbk_0482_ceb_8a_8a477,53e41bcc14a31441,85.494,ok,1,0,
redbench_krid,0,484,rbk_0483_ceb_8a_8a478,8673313e0f2b85eb,386.306,ok,1,0,
redbench_krid,0,485,rbk_0484_ceb_8a_8a479,32447a78a56ae9e7,70.406,ok,1,0,
redbench_krid,0,486,rbk_0485_ceb_8a_8a48,8e0ad8b83dee991c,39.835,ok,1,0,
redbench_krid,0,487,rbk_0486_ceb_8a_8a480,4b15e5b0e4c199b4,338.746,ok,1,0,
redbench_krid,0,488,rbk_0487_ceb_8a_8a481,dabb0ded2f205ce5,109.642,ok,1,0,
redbench_krid,0,489,rbk_0488_ceb_8a_8a482,20415b0796ddc5c5,28.832,ok,1,0,
redbench_krid,0,490,rbk_0489_ceb_8a_8a483,409b3e78d8fcace6,53.139,ok,1,0,
redbench_krid,0,491,rbk_0490_ceb_8a_8a484,5fbf8cf61cabc9f4,89.700,ok,1,0,
redbench_krid,0,492,rbk_0491_ceb_8a_8a485,8fe74ff12ab1eba1,78.235,ok,1,0,
redbench_krid,0,493,rbk_0492_ceb_8a_8a486,de52f63dcae87041,116.667,ok,1,0,
redbench_krid,0,494,rbk_0493_ceb_8a_8a487,a88f33000d4608bc,61.010,ok,1,0,
redbench_krid,0,495,rbk_0494_ceb_8a_8a488,59a980baf877f958,42.173,ok,1,0,
redbench_krid,0,496,rbk_0495_ceb_8a_8a489,54dcb1b49bcf8996,38.613,ok,1,0,
redbench_krid,0,497,rbk_0496_ceb_8a_8a49,c809cb65236a2c18,41.558,ok,1,0,
redbench_krid,0,498,rbk_0497_ceb_8a_8a490,220d3d7086659b4f,83.588,ok,1,0,
redbench_krid,0,499,rbk_0498_ceb_8a_8a491,9506d680497d91a4,42.098,ok,1,0,
redbench_krid,0,500,rbk_0499_ceb_8a_8a492,4e4598c1e7f052d6,51.124,ok,1,0,
redbench_krid,0,501,rbk_0500_ceb_8a_8a493,51c21439bc2752f8,32.777,ok,1,0,
redbench_krid,0,502,rbk_0501_ceb_8a_8a494,337d7d925a2a5e53,32.129,ok,1,0,
redbench_krid,0,503,rbk_0502_ceb_8a_8a495,2dfeca8c784e848d,36.728,ok,1,0,
redbench_krid,0,504,rbk_0503_ceb_8a_8a496,d7db912d54a7b192,115.933,ok,1,0,
redbench_krid,0,505,rbk_0504_ceb_8a_8a497,e57b54b0ecb5d113,33.669,ok,1,0,
redbench_krid,0,506,rbk_0505_ceb_8a_8a498,7d6b3a16409af6c6,106.188,ok,1,0,
redbench_krid,0,507,rbk_0506_ceb_8a_8a499,46865a40490639c1,41.613,ok,1,0,
redbench_krid,0,508,rbk_0507_ceb_8a_8a5,8031f180a018d48f,63.614,ok,1,0,
redbench_krid,0,509,rbk_0508_ceb_8a_8a50,9626244185cb9e50,75.531,ok,1,0,
redbench_krid,0,510,rbk_0509_ceb_8a_8a500,6feede5b41d8c944,45.344,ok,1,0,
redbench_krid,0,511,rbk_0510_ceb_8a_8a501,20e9abbae8436c64,35.262,ok,1,0,
redbench_krid,0,512,rbk_0511_ceb_8a_8a502,fc367f677341d248,30.541,ok,1,0,
redbench_krid,0,513,rbk_0512_ceb_8a_8a503,874a57ff2ecbc77a,62.486,ok,1,0,
redbench_krid,0,514,rbk_0513_ceb_8a_8a504,342bda230b0e20cd,249.276,ok,1,0,
redbench_krid,0,515,rbk_0514_ceb_8a_8a505,4b0c7089d23f859f,26.507,ok,1,0,
redbench_krid,0,516,rbk_0515_ceb_8a_8a506,ab13b3a988ed1186,29.895,ok,1,0,
redbench_krid,0,517,rbk_0516_ceb_8a_8a507,27dff7c39ee05a55,33.318,ok,1,0,
redbench_krid,0,518,rbk_0517_ceb_8a_8a508,f781fc6a6bf62d59,75.440,ok,1,0,
redbench_krid,0,519,rbk_0518_ceb_8a_8a509,46d635416bd905bb,179.251,ok,1,0,
redbench_krid,0,520,rbk_0519_ceb_8a_8a51,f03926eb23ebf6fb,24.279,ok,1,0,
redbench_krid,0,521,rbk_0520_ceb_8a_8a510,c03018e2689a0800,18.402,ok,1,0,
redbench_krid,0,522,rbk_0521_ceb_8a_8a511,090e760aa8bad258,30.769,ok,1,0,
redbench_krid,0,523,rbk_0522_ceb_8a_8a512,446fec4f611ce49c,38.778,ok,1,0,
redbench_krid,0,524,rbk_0523_ceb_8a_8a513,3a5c77184221afa8,203.993,ok,1,0,
redbench_krid,0,525,rbk_0524_ceb_8a_8a514,a794d41f99bdc4ee,53.361,ok,1,0,
redbench_krid,0,526,rbk_0525_ceb_8a_8a515,9bf622504fe08dac,60.537,ok,1,0,
redbench_krid,0,527,rbk_0526_ceb_8a_8a52,4a2d026ac50369ae,31.293,ok,1,0,
redbench_krid,0,528,rbk_0527_ceb_8a_8a53,f107d8eb641af6a1,31.156,ok,1,0,
redbench_krid,0,529,rbk_0528_ceb_8a_8a54,2e974c1cea30e912,42.478,ok,1,0,
redbench_krid,0,530,rbk_0529_ceb_8a_8a55,040fc12256a6194b,58.032,ok,1,0,
redbench_krid,0,531,rbk_0530_ceb_8a_8a56,62f91d7327d327a3,69.601,ok,1,0,
redbench_krid,0,532,rbk_0531_ceb_8a_8a57,4742d0d2eb52bf16,47.306,ok,1,0,
redbench_krid,0,533,rbk_0532_ceb_8a_8a58,760344cf0b55a13f,27.101,ok,1,0,
redbench_krid,0,534,rbk_0533_ceb_8a_8a59,25af6489e3694fdc,230.089,ok,1,0,
redbench_krid,0,535,rbk_0534_ceb_8a_8a6,928ada388471d4c4,35.954,ok,1,0,
redbench_krid,0,536,rbk_0535_ceb_8a_8a60,785ae3328b091d66,33.937,ok,1,0,
redbench_krid,0,537,rbk_0536_ceb_8a_8a61,f27a00cad4d7ae50,45.042,ok,1,0,
redbench_krid,0,538,rbk_0537_ceb_8a_8a62,be8cf1329ed30315,25.310,ok,1,0,
redbench_krid,0,539,rbk_0538_ceb_8a_8a63,27704ef2f6df3f5d,20.448,ok,1,0,
redbench_krid,0,540,rbk_0539_ceb_8a_8a64,1fd518e56bed403b,91.115,ok,1,0,
redbench_krid,0,541,rbk_0540_ceb_8a_8a65,3bba4c96f86988a4,72.403,ok,1,0,
redbench_krid,0,542,rbk_0541_ceb_8a_8a66,190d475cbe392805,34.157,ok,1,0,
redbench_krid,0,543,rbk_0542_ceb_8a_8a67,047c61fbab1b434f,22.480,ok,1,0,
redbench_krid,0,544,rbk_0543_ceb_8a_8a68,92a2a41f9f37953a,43.054,ok,1,0,
redbench_krid,0,545,rbk_0544_ceb_8a_8a69,c24cf7f06b6d2fe2,140.362,ok,1,0,
redbench_krid,0,546,rbk_0545_ceb_8a_8a7,32447a78a56ae9e7,84.067,ok,1,0,
redbench_krid,0,547,rbk_0546_ceb_8a_8a70,317a3e1c063ef06d,36.107,ok,1,0,
redbench_krid,0,548,rbk_0547_ceb_8a_8a71,a94f70389a87d1a9,34.287,ok,1,0,
redbench_krid,0,549,rbk_0548_ceb_8a_8a72,d62fed087e84f5c3,23.460,ok,1,0,
redbench_krid,0,550,rbk_0549_ceb_8a_8a73,4e3f5f9e8d9e7ab0,21.890,ok,1,0,
redbench_krid,0,551,rbk_0550_ceb_8a_8a74,442b68cc2a7bb28b,94.230,ok,1,0,
redbench_krid,0,552,rbk_0551_ceb_8a_8a75,f58f04c4676822cc,67.450,ok,1,0,
redbench_krid,0,553,rbk_0552_ceb_8a_8a76,7b36c7c1313fea8e,55.206,ok,1,0,
redbench_krid,0,554,rbk_0553_ceb_8a_8a77,46651e423c6858c1,86.632,ok,1,0,
redbench_krid,0,555,rbk_0554_ceb_8a_8a78,6d8eb6f69e9f21e4,54.691,ok,1,0,
redbench_krid,0,556,rbk_0555_ceb_8a_8a79,e5743f9ae4c0bbe6,50.660,ok,1,0,
redbench_krid,0,557,rbk_0556_ceb_8a_8a8,cfeaccc554f78fea,42.373,ok,1,0,
redbench_krid,0,558,rbk_0557_ceb_8a_8a80,565540f167aecd11,41.645,ok,1,0,
redbench_krid,0,559,rbk_0558_ceb_8a_8a81,6d6fd1d519c7401b,83.720,ok,1,0,
redbench_krid,0,560,rbk_0559_ceb_8a_8a82,7eda5893f20c40e8,71.723,ok,1,0,
redbench_krid,0,561,rbk_0560_ceb_8a_8a83,c90ee79c004acee4,49.842,ok,1,0,
redbench_krid,0,562,rbk_0561_ceb_8a_8a84,7b18bdf7e124e42f,40.796,ok,1,0,
redbench_krid,0,563,rbk_0562_ceb_8a_8a85,e4360343674b4d4e,92.802,ok,1,0,
redbench_krid,0,564,rbk_0563_ceb_8a_8a86,f438c4e04d18e410,35.975,ok,1,0,
redbench_krid,0,565,rbk_0564_ceb_8a_8a87,b50d8bfde0e2a46e,96.861,ok,1,0,
redbench_krid,0,566,rbk_0565_ceb_8a_8a88,c72238f025cfa99c,507.271,ok,1,0,
redbench_krid,0,567,rbk_0566_ceb_8a_8a89,fa974d2767a54abc,42.995,ok,1,0,
redbench_krid,0,568,rbk_0567_ceb_8a_8a9,a4d0c8d063bc32c3,62.417,ok,1,0,
redbench_krid,0,569,rbk_0568_ceb_8a_8a90,ac5c0bfecbe0f699,366.630,ok,1,0,
redbench_krid,0,570,rbk_0569_ceb_8a_8a91,0ec7478676fe1d06,42.194,ok,1,0,
redbench_krid,0,571,rbk_0570_ceb_8a_8a92,e3e3baac6151e2bf,165.561,ok,1,0,
redbench_krid,0,572,rbk_0571_ceb_8a_8a93,b3bee3e0d77accb6,48.794,ok,1,0,
redbench_krid,0,573,rbk_0572_ceb_8a_8a94,6aaafa4c2a671713,32.778,ok,1,0,
redbench_krid,0,574,rbk_0573_ceb_8a_8a95,bee8cbd6f9a00b4b,116.152,ok,1,0,
redbench_krid,0,575,rbk_0574_ceb_8a_8a96,45d45b19e2e6143d,238.994,ok,1,0,
redbench_krid,0,576,rbk_0575_ceb_8a_8a97,5f381eb1657f07d3,31.924,ok,1,0,
redbench_krid,0,577,rbk_0576_ceb_8a_8a98,f67c600cf82fbe1e,26.646,ok,1,0,
redbench_krid,0,578,rbk_0577_ceb_8a_8a99,b6c4fa3767abee24,24.720,ok,1,0,
redbench_krid,0,579,rbk_0578_ceb_9a_f7b841d0f4130dc7a1db7891f33ae0c6c4ec8755,ebc5b4d92003bb8f,103.185,ok,201,0,
redbench_krid,0,580,rbk_0579_ceb_9a_f7d39b34be0a67affb81ef6aa49e254dbcde722a,8b4c5dd630f63624,126.366,ok,701,0,
redbench_krid,0,581,rbk_0580_ceb_9a_f7d7a33cbb64e41fe7c277a15cd9f9a7b88b348b,096cb72138ba6630,116.631,ok,888,0,
redbench_krid,0,582,rbk_0581_ceb_9a_f7e56ca6aa5de986e4d0dc34c8d3c723c634bb17,7af5fa28f6488758,137.043,ok,3107,0,
redbench_krid,0,583,rbk_0582_ceb_9a_f807f7366607ea3338e1fde9c7b6d3f01e241870,61d0abf3d8ef8b96,46.069,ok,0,0,
redbench_krid,0,584,rbk_0583_ceb_9a_f833f8043f6813e939e5d0bac94ea221066d0331,808c1da2b1a8aea1,127.468,ok,6018,0,
redbench_krid,0,585,rbk_0584_ceb_9a_f859fe66498e48abaf70061b64a920b94b3476fb,75fac821d59dabcb,109.524,ok,1176,0,
redbench_krid,0,586,rbk_0585_ceb_9a_f8d93770fb3f16770f93e742c2b8bf1c7c7dfaf7,3594f728a217148e,109.694,ok,877,0,
redbench_krid,0,587,rbk_0586_ceb_9a_f9112bc24f1bb6c6db61062b631fa0d5e680e550,56be9487b20642b7,64.707,ok,0,0,
redbench_krid,0,588,rbk_0587_ceb_9a_f93274e77af69969a2c79e2f11ef8da6333694fb,6a0fa1bc619903b0,119.971,ok,2565,0,
redbench_krid,0,589,rbk_0588_ceb_9a_f9363afe26234c4582e3bccc7404956d8b0b5e13,5d496c400ef029c7,123.698,ok,3651,0,
redbench_krid,0,590,rbk_0589_ceb_9a_f9400dfe6cd096c82fac47c3b781894015b5806c,888ebc04a6d7bb4e,128.302,ok,292,0,
redbench_krid,0,591,rbk_0590_ceb_9a_f94d9ade984fdc52ccf2f43942a763ff00990448,3f54e5d3ced9627e,51.451,ok,17,0,
redbench_krid,0,592,rbk_0591_ceb_9a_f95b029d33fcf21ba0f6fbaf9484e00cd9d6e7f7,4e9183a2da1f1138,61.451,ok,0,0,
redbench_krid,0,593,rbk_0592_ceb_9a_f9653a5bc2c3d5259ccadd665da42702fafff7a5,5231bb3e759c75ca,163.182,ok,13,0,
redbench_krid,0,594,rbk_0593_ceb_9a_f983558ee057bf46df52348a6794d161fe704fc0,0e39f8c9dba68a12,77.119,ok,0,0,
redbench_krid,0,595,rbk_0594_ceb_9a_f9b084096143c66bb2c21f577e97215add32b31e,f9f036ae28030516,125.631,ok,531,0,
redbench_krid,0,596,rbk_0595_ceb_9a_f9b7de561d5f6ae852b87b949acab5e748b9aedb,fd62e7d1e9dc9925,130.151,ok,17324,0,
redbench_krid,0,597,rbk_0596_ceb_9a_f9d31d461f5a29423f58aa587543c1f55943cf25,e06e19043b990368,67.048,ok,13,0,
redbench_krid,0,598,rbk_0597_ceb_9a_f9dc886dbd4d8663690b4a93ef36d78d6349f446,2906a154c4eeabe5,108.001,ok,10,0,
redbench_krid,0,599,rbk_0598_ceb_9a_f9e346b6da94c77330c5b05ad4f047ef3178f0cc,fc46fc08676f58d3,138.062,ok,13496,0,
redbench_krid,0,600,rbk_0599_ceb_9a_f9e7699ba5db49571c5a8ae628f38fea6fa6e51f,3e87953eece31e90,57.798,ok,0,0,
redbench_krid,0,601,rbk_0600_ceb_9a_f9e8f97c87624270d14996277af8a965cdf26b37,73f0b418cb1ede60,73.964,ok,1876,0,
redbench_krid,0,602,rbk_0601_ceb_9a_fa38c5593991960131c6272202e9d1c13dadaecc,3f6108259b16aef7,112.550,ok,29,0,
redbench_krid,0,603,rbk_0602_ceb_9a_fa44a6f2631a7b14924e01488bb49e111d075e91,6eb9568213b0d76b,91.389,ok,0,0,
redbench_krid,0,604,rbk_0603_ceb_9a_fa5c4f3d9bc10f24d2f0f9a91b58468452717414,855a189645c6a0f9,39.942,ok,0,0,
redbench_krid,0,605,rbk_0604_ceb_9a_fa723988252f4d8f3efd3252bda27aeb09109be6,23e86fe8716c0919,86.033,ok,0,0,
redbench_krid,0,606,rbk_0605_ceb_9a_fa9fb7ea60ac4701a558f76458eca16d1bab1881,789902f2c341f968,37.416,ok,0,0,
redbench_krid,0,607,rbk_0606_ceb_9a_fab7d71dd33d2b51b1c6de27cded01fb0e3f682a,3a8406800dc66348,121.470,ok,113,0,
redbench_krid,0,608,rbk_0607_ceb_9a_faf77457c325fa2cc8d826fe83351e94e4cc2ecd,cc90ce07975b256f,112.682,ok,673,0,
